Dataset,N,Method,Seed,Macro-F1,Weighted-F1,Accuracy,Balanced_Acc,G-Mean,AUC,Train_Time_Sec,Inference_Time_Sec,Peak_Memory_MB,Params_M,F1_Class_0,F1_Class_1,F1_Class_2,F1_Class_3,F1_Class_4,F1_Class_5,Eval-Split,SweepSmoothing
SMP2020,2000,DoRA-Balanced,1001,0.7014857723758756,0.7014857723758756,0.7,0.7000000000000001,0.6916715681886277,0.9237066666666666,106.48643040657043,0.9694657325744629,2480.9111328125,0.916998,0.5977011494252874,0.5849056603773585,0.7291666666666666,0.8539325842696629,0.7706422018348624,0.672566371681416,smp2000_sharedcheck,
SMP2020,2000,Full-FineTuning,1001,0.6981876497024896,0.6981876497024896,0.6966666666666667,0.6966666666666668,0.6894327154797351,0.9148266666666668,109.42510080337524,0.5778024196624756,3078.3310546875,102.272262,0.5617977528089888,0.6126126126126126,0.7238095238095238,0.8478260869565217,0.7578947368421053,0.6851851851851852,smp2000_sharedcheck,
SMP2020,2000,LoRA-Ablation-NoHSP,1001,0.7057866028145137,0.7057866028145138,0.7033333333333334,0.7033333333333333,0.6954465104423291,0.9208799999999999,156.03030014038086,0.9136171340942383,2017.75927734375,1.578374,0.5617977528089888,0.6140350877192983,0.7708333333333334,0.8478260869565217,0.7920792079207921,0.6481481481481481,s2k_ablation,
SMP2020,2000,LoRA-Ablation-NoMem,1001,0.7024999161736338,0.7024999161736338,0.7,0.6999999999999998,0.692531346729468,0.9295200000000001,98.15629434585571,0.6512835025787354,2069.04833984375,6.209294,0.5813953488372093,0.603448275862069,0.75,0.8421052631578947,0.7835051546391752,0.6545454545454545,s2k_ablation,
SMP2020,2000,LoRA-Balanced,1001,0.7014857723758756,0.7014857723758756,0.7,0.7000000000000001,0.6916715681886277,0.9235733333333335,81.89565062522888,0.6600933074951172,2009.162109375,0.88935,0.5977011494252874,0.5849056603773585,0.7291666666666666,0.8539325842696629,0.7706422018348624,0.672566371681416,smp2000_sharedcheck,
SMP2020,2000,LoRA-Focal,1001,0.7106212730029289,0.7106212730029289,0.7066666666666667,0.7066666666666667,0.703933933153752,0.9232800000000001,114.10743737220764,0.6371924877166748,2009.16259765625,0.88935,0.6095238095238096,0.5961538461538461,0.7346938775510204,0.8478260869565217,0.7959183673469388,0.6796116504854369,smp2000_sharedcheck,
SMP2020,2000,LoRA-LDAM,1001,0.6372473481286148,0.6372473481286147,0.6433333333333333,0.6433333333333334,0.6263358549787311,0.8981199999999999,89.042640209198,0.7453012466430664,2009.16259765625,0.88935,0.5679012345679012,0.5510204081632653,0.7524752475247525,0.7454545454545455,0.6964285714285714,0.5102040816326531,smp2000_sharedcheck,
SMP2020,2000,LoRA-LogitAdj,1001,0.6721314378572453,0.6721314378572453,0.67,0.6699999999999999,0.6642549653370435,0.9303799999999999,93.86002945899963,0.6390182971954346,2009.16259765625,0.88935,0.6041666666666666,0.6060606060606061,0.7216494845360825,0.8163265306122449,0.7524752475247525,0.5321100917431193,smp2000_sharedcheck,
SMP2020,2000,LoRA-Ours,1001,0.7106055514752802,0.7106055514752804,0.7066666666666667,0.7066666666666667,0.7029636535719531,0.9195333333333333,157.95491433143616,1.0964713096618652,2078.103515625,6.898318,0.6551724137931034,0.594059405940594,0.72,0.8444444444444444,0.8041237113402062,0.6458333333333334,s2k_proper,
SMP2020,2000,LoRA-Vanilla,1001,0.6243606724484115,0.6243606724484114,0.64,0.64,0.6011881761750338,0.9178000000000001,153.96326804161072,0.6422626972198486,2009.16162109375,0.88935,0.6476190476190476,0.5681818181818182,0.6456692913385826,0.75,0.7346938775510204,0.4,smp2000_sharedcheck,
SMP2020,2000,DoRA-Balanced,2024,0.6858905351176833,0.6858905351176832,0.6833333333333333,0.6833333333333335,0.6793842913830291,0.90632,158.31516909599304,0.9576599597930908,2480.9111328125,0.916998,0.5773195876288659,0.5945945945945946,0.7102803738317757,0.8041237113402062,0.7555555555555555,0.673469387755102,smp2000_sharedcheck,
SMP2020,2000,Full-FineTuning,2024,0.706377624770168,0.706377624770168,0.7033333333333334,0.7033333333333333,0.6968436145258688,0.9163066666666667,105.42748022079468,0.44031834602355957,3078.3310546875,102.272262,0.6352941176470588,0.5833333333333334,0.7326732673267327,0.8387096774193549,0.7884615384615384,0.6597938144329897,smp2000_sharedcheck,
SMP2020,2000,LoRA-Ablation-NoHSP,2024,0.7032310232202515,0.7032310232202515,0.7033333333333334,0.7033333333333335,0.6952239788558326,0.9184666666666667,129.2135465145111,1.0649831295013428,2017.75927734375,1.578374,0.6534653465346535,0.6024096385542169,0.7090909090909091,0.8297872340425532,0.7755102040816326,0.6491228070175439,s2k_ablation,
SMP2020,2000,LoRA-Ablation-NoMem,2024,0.7139324892847694,0.7139324892847693,0.7133333333333334,0.7133333333333334,0.7050441676855789,0.9269600000000001,87.1074321269989,0.6458077430725098,2069.04833984375,6.209294,0.5882352941176471,0.6542056074766355,0.7524752475247525,0.8478260869565217,0.7628865979381443,0.6779661016949152,s2k_ablation,
SMP2020,2000,LoRA-Balanced,2024,0.6892405446772302,0.6892405446772301,0.6866666666666666,0.6866666666666666,0.682772986978533,0.9062933333333333,123.90100717544556,0.638869047164917,2009.162109375,0.88935,0.5773195876288659,0.5945945945945946,0.7169811320754716,0.8041237113402062,0.7555555555555555,0.6868686868686869,smp2000_sharedcheck,
SMP2020,2000,LoRA-Focal,2024,0.7208003237839261,0.7208003237839261,0.7166666666666667,0.7166666666666668,0.7151343477834944,0.9199333333333334,114.41017246246338,0.6335651874542236,2009.16259765625,0.88935,0.6470588235294118,0.625,0.7378640776699029,0.8314606741573034,0.7959183673469388,0.6875,smp2000_sharedcheck,
SMP2020,2000,LoRA-LDAM,2024,0.6187731922273926,0.6187731922273925,0.63,0.63,0.5995264146180839,0.9012000000000001,82.17238306999207,0.6461889743804932,2009.16259765625,0.88935,0.6086956521739131,0.4835164835164835,0.7068965517241379,0.6774193548387096,0.7916666666666666,0.4444444444444444,smp2000_sharedcheck,
SMP2020,2000,LoRA-LogitAdj,2024,0.6956760658062627,0.6956760658062626,0.6966666666666667,0.6966666666666667,0.6879283352255289,0.9183466666666668,85.94691443443298,0.668419361114502,2009.16259765625,0.88935,0.5747126436781609,0.6476190476190476,0.7522935779816514,0.8,0.782608695652174,0.616822429906542,smp2000_sharedcheck,
SMP2020,2000,LoRA-Ours,2024,0.7077743129897063,0.7077743129897063,0.7066666666666667,0.7066666666666667,0.7006622692154065,0.9125200000000001,146.57980251312256,0.8160972595214844,2078.103515625,6.898318,0.6153846153846154,0.5794392523364486,0.72,0.8297872340425532,0.803921568627451,0.6981132075471698,s2k_proper,
SMP2020,2000,LoRA-Vanilla,2024,0.645095786789955,0.6450957867899552,0.6533333333333333,0.6533333333333333,0.6321848552007416,0.91224,114.56061887741089,0.6395490169525146,2009.16162109375,0.88935,0.6666666666666666,0.5591397849462365,0.7192982456140351,0.6935483870967742,0.7191011235955056,0.5128205128205128,smp2000_sharedcheck,
