Dataset,N,Method,Seed,Macro-F1,Weighted-F1,Accuracy,Balanced_Acc,G-Mean,AUC,Train_Time_Sec,Inference_Time_Sec,Peak_Memory_MB,Params_M,F1_Class_0,F1_Class_1,F1_Class_2,F1_Class_3,F1_Class_4,F1_Class_5
SMP2020,2000,AHSP-Mean+Attn,123,0.6681855988603352,0.6681855988603354,0.6666666666666666,0.6666666666666666,0.6575632928721712,0.9045333333333333,137.2970449924469,1.2320499420166016,2071.5205078125,5.71867,0.6333333333333333,0.5688073394495413,0.72,0.8043478260869565,0.7216494845360825,0.5609756097560976
SMP2020,2000,AHSP-OnlyAttn,123,0.6794180046333068,0.6794180046333069,0.6766666666666666,0.6766666666666667,0.6698951150754712,0.9132399999999999,127.31142735481262,1.3588643074035645,2054.6923828125,4.539022,0.5977011494252874,0.5873015873015873,0.7307692307692307,0.7741935483870968,0.7628865979381443,0.6236559139784946
SMP2020,2000,AHSP-OnlyMax,123,0.6934455363582592,0.6934455363582591,0.69,0.69,0.6853104781268758,0.9267999999999997,141.41795587539673,1.2912585735321045,2047.7578125,4.539022,0.6990291262135923,0.5309734513274337,0.7307692307692307,0.8163265306122449,0.7391304347826086,0.6444444444444445
SMP2020,2000,AHSP-OnlyMean,123,0.6797147562803613,0.6797147562803613,0.6766666666666666,0.6766666666666667,0.6698951150754712,0.9135333333333334,128.51756238937378,1.3451642990112305,2048.7578125,4.539022,0.5977011494252874,0.5873015873015873,0.7307692307692307,0.782608695652174,0.7628865979381443,0.6170212765957447
SMP2020,2000,No-AHSP,123,0.6732658296520189,0.6732658296520189,0.6766666666666666,0.6766666666666667,0.6594739747507017,0.9154133333333334,109.62204003334045,1.0834002494812012,2025.75927734375,1.578374,0.6545454545454545,0.5227272727272727,0.76,0.8260869565217391,0.688,0.5882352941176471
SMP2020,2000,AHSP-Max+Attn,789,0.7112349515098527,0.7112349515098526,0.7066666666666667,0.7066666666666667,0.7047656629107544,0.9177333333333332,146.50725317001343,1.2134478092193604,2072.7705078125,5.71867,0.6666666666666666,0.6017699115044248,0.7676767676767676,0.8351648351648352,0.723404255319149,0.6727272727272727
SMP2020,2000,AHSP-Max+Mean,789,0.7080677483426494,0.7080677483426494,0.7033333333333334,0.7033333333333333,0.7016401366096456,0.91748,158.92830681800842,1.7100803852081299,2065.7578125,5.71867,0.6666666666666666,0.6017699115044248,0.7676767676767676,0.8222222222222222,0.723404255319149,0.6666666666666666
SMP2020,2000,AHSP-Mean+Attn,789,0.7159549822955745,0.7159549822955745,0.7133333333333334,0.7133333333333334,0.7100260167023686,0.9207066666666668,126.20210123062134,1.0938992500305176,2073.8955078125,5.71867,0.6875,0.6037735849056604,0.7472527472527473,0.851063829787234,0.7522935779816514,0.6538461538461539
SMP2020,2000,AHSP-OnlyAttn,789,0.6990501686616395,0.6990501686616396,0.6933333333333334,0.6933333333333332,0.6874369571117454,0.9128266666666667,168.21903824806213,1.397381067276001,2055.7705078125,4.539022,0.6363636363636364,0.6212121212121212,0.7659574468085106,0.8260869565217391,0.7446808510638298,0.6
SMP2020,2000,AHSP-OnlyMax,789,0.6909022000863199,0.6909022000863199,0.6866666666666666,0.6866666666666666,0.6802089335644459,0.9199333333333333,136.55883073806763,1.258718490600586,2047.7578125,4.539022,0.5952380952380952,0.6017699115044248,0.74,0.8444444444444444,0.7368421052631579,0.6271186440677966
SMP2020,2000,AHSP-OnlyMean,789,0.6735235210447302,0.6735235210447302,0.6766666666666666,0.6766666666666666,0.6625774093827123,0.9094533333333334,169.54648852348328,1.194612979888916,2047.6328125,4.539022,0.6373626373626373,0.6386554621848739,0.7524752475247525,0.7735849056603774,0.7446808510638298,0.4943820224719101
SMP2020,2000,No-AHSP,789,0.6909304012979182,0.690930401297918,0.69,0.6900000000000001,0.6826845000173818,0.92332,125.4436571598053,0.801349401473999,2023.63427734375,1.578374,0.6046511627906976,0.5961538461538461,0.7311827956989247,0.8297872340425532,0.7115384615384616,0.6722689075630253
SMP2020,2000,AHSP-Max+Attn,1001,0.70925857219346,0.7092585721934599,0.7066666666666667,0.7066666666666666,0.7029483516279933,0.9259599999999999,159.7689893245697,1.091376543045044,2072.7705078125,5.71867,0.6236559139784946,0.6371681415929203,0.7252747252747253,0.8260869565217391,0.7766990291262136,0.6666666666666666
SMP2020,2000,AHSP-Max+Mean,1001,0.7253651670123534,0.7253651670123535,0.7233333333333334,0.7233333333333333,0.7183340790321341,0.9274666666666667,179.9001030921936,1.2978684902191162,2065.7578125,5.71867,0.6363636363636364,0.6548672566371682,0.7676767676767676,0.8444444444444444,0.7884615384615384,0.660377358490566
SMP2020,2000,AHSP-Mean+Attn,1001,0.6856867505601457,0.6856867505601458,0.6866666666666666,0.6866666666666666,0.6753539660890695,0.9200133333333333,117.21674609184265,0.9154400825500488,2073.8955078125,5.71867,0.5581395348837209,0.5904761904761905,0.7115384615384616,0.8275862068965517,0.7787610619469026,0.6476190476190476
SMP2020,2000,AHSP-OnlyAttn,1001,0.6839718136956864,0.6839718136956864,0.6833333333333333,0.6833333333333332,0.6755092109761823,0.9219333333333332,129.1475169658661,1.4639267921447754,2055.7705078125,4.539022,0.5684210526315789,0.6274509803921569,0.7115384615384616,0.8275862068965517,0.7747747747747747,0.594059405940594
SMP2020,2000,AHSP-OnlyMax,1001,0.6965830140992084,0.6965830140992084,0.6933333333333334,0.6933333333333334,0.687140674622499,0.9217333333333334,191.8779695034027,1.3889477252960205,2047.7578125,4.539022,0.6379310344827587,0.5981308411214953,0.7307692307692307,0.8314606741573034,0.7835051546391752,0.5977011494252874
SMP2020,2000,AHSP-OnlyMean,1001,0.6844785929812259,0.684478592981226,0.6833333333333333,0.6833333333333332,0.6756264360122438,0.9216666666666665,130.00634694099426,1.5498898029327393,2047.6328125,4.539022,0.5684210526315789,0.6138613861386139,0.7047619047619048,0.8372093023255814,0.7747747747747747,0.6078431372549019
SMP2020,2000,No-AHSP,1001,0.7057866028145137,0.7057866028145138,0.7033333333333334,0.7033333333333333,0.6954465104423291,0.9208799999999999,149.6235547065735,1.0637717247009277,2023.63427734375,1.578374,0.5617977528089888,0.6140350877192983,0.7708333333333334,0.8478260869565217,0.7920792079207921,0.6481481481481481
SMP2020,2000,AHSP-Max+Attn,2024,0.7148672257162824,0.7148672257162824,0.7133333333333334,0.7133333333333334,0.705424758652783,0.9197333333333334,136.9209907054901,1.098177433013916,2072.7705078125,5.71867,0.6304347826086957,0.6222222222222222,0.7169811320754716,0.8695652173913043,0.8,0.65
SMP2020,2000,AHSP-Max+Mean,2024,0.71183686827416,0.7118368682741602,0.71,0.71,0.7023774012570755,0.9196399999999999,140.24950098991394,1.0716171264648438,2065.7578125,5.71867,0.6304347826086957,0.6153846153846154,0.7169811320754716,0.8695652173913043,0.8,0.6386554621848739
SMP2020,2000,AHSP-Mean+Attn,2024,0.6773712259297396,0.6773712259297395,0.6766666666666666,0.6766666666666667,0.6709985878751599,0.9049333333333333,139.59167313575745,1.1114706993103027,2073.8955078125,5.71867,0.5684210526315789,0.5882352941176471,0.7169811320754716,0.8041237113402062,0.7578947368421053,0.6285714285714286
SMP2020,2000,AHSP-OnlyAttn,2024,0.7037178395805418,0.7037178395805418,0.7,0.7000000000000001,0.6965728792280026,0.9078400000000001,163.39948725700378,1.4652903079986572,2055.7705078125,4.539022,0.58,0.6274509803921569,0.7102803738317757,0.8444444444444444,0.7872340425531915,0.6728971962616822
SMP2020,2000,AHSP-OnlyMax,2024,0.706959470137556,0.706959470137556,0.7033333333333334,0.7033333333333333,0.6996801015300005,0.9152266666666665,184.55937838554382,1.3129703998565674,2047.7578125,4.539022,0.6078431372549019,0.6060606060606061,0.6923076923076923,0.8478260869565217,0.8210526315789474,0.6666666666666666
SMP2020,2000,AHSP-OnlyMean,2024,0.6933965151500487,0.6933965151500486,0.69,0.69,0.6857176303287594,0.9075866666666665,168.5036702156067,1.4536759853363037,2047.6328125,4.539022,0.56,0.6078431372549019,0.7102803738317757,0.8351648351648352,0.7741935483870968,0.6728971962616822
SMP2020,2000,No-AHSP,2024,0.7032310232202515,0.7032310232202515,0.7033333333333334,0.7033333333333335,0.6952239788558326,0.9184666666666667,119.09663939476013,0.7886264324188232,2023.63427734375,1.578374,0.6534653465346535,0.6024096385542169,0.7090909090909091,0.8297872340425532,0.7755102040816326,0.6491228070175439
